HS8,Description,Base,Category,HS4,HS6,Cat
4069030,OTROS QUESOS,20.0,See paragraph 15 of Appendix I to the General,'0406,'040690,SP
4069090,QUESO: LOS DEMÁS,20.0,See paragraph 15 of Appendix I to the General,'0406,'040690,SP
4070010,-PARA INCUBAR (FERTILES),0.0,G,'0407,'040700,G
4070090,-LOS DEMAS,20.0,D,'0407,'040700,D
4081100,- - SECAS,8.0,B,'0408,'040811,B
4081900,- - LAS DEMÁS,8.0,C,'0408,'040819,C
4089100,- - SECOS,8.0,B,'0408,'040891,B
4089900,- - LOS DEMÁS,8.0,C,'0408,'040899,C
4090000,MIEL NATURAL.,20.0,C,'0409,'040900,C
4100000,PRODUCTOS COMESTIBLES DE ORIGEN ANIMAL NO EXPRESAD OS NI COMPRENDIDOS EN OTRA PARTE.,20.0,A,'0410,'041000,A
5010000,CABELLO EN BRUTO; INCLUSO LAVADO O DESGRASADO; DES PERDICIOS DE CABELLO.,0.0,G,'0501,'050100,G
5021000,-CERDAS DE CERDO O DE JABALI Y SUS DESPERDICIOS,0.0,G,'0502,'050210,G
5029000,-LOS DEMAS,0.0,G,'0502,'050290,G
5030000,CRIN Y SUS DESPERDICIOS; INCLUSO EN CAPAS CON SOPO RTE O SIN EL.,0.0,G,'0503,'050300,G
5040010,TRIPAS (MONDONGO) FRESCAS; DE BOVINO,8.0,C,'0504,'050400,C
5040020,-TRIPAS (MONDONGO) SALADAS; DE CERDO,8.0,C,'0504,'050400,C
5040090,TRIPAS: LOS DEMAS,8.0,C,'0504,'050400,C
5051000,-PLUMAS DE LAS UTILIZADAS PARA RELLENO; PLUMON,0.0,G,'0505,'050510,G
5059000,-LOS DEMAS,3.0,A,'0505,'050590,A
5061000,-OSEINA Y HUESOS ACIDULADOS,0.0,G,'0506,'050610,G
5069000,-LOS DEMAS,0.0,G,'0506,'050690,G
5071000,- MARFIL; POLVO Y DESPERDICIOS DE MARFIL,0.0,G,'0507,'050710,G
5079010,- - CAPARAZÓN (CONCHA) Y UÑAS DE TORTUGA,0.0,G,'0507,'050790,G
5079020,- - CUERNOS O ASTAS TRITURADOS,0.0,G,'0507,'050790,G
5079090,LOS DEMAS CORAL Y MATERIAS SIMILARES; EN BRUTO O SIMPLEMENTE PREPARADOS; PERO,0.0,G,'0507,'050790,G
5080000,SIN OTRO TRABAJO; VALVAS Y CAPAR AZONES DE MOLUSCOS; CRUSTACEOSO EQUINODERMOS; Y JI BIONES; EN BRUTO O SIMPLEMENTE PREPARADOS; PERO SI N CORTAR EN FORMA DETERMINADA; INCLUSO EN POLVO,0.0,G,'0508,'050800,G
5090000,ESPONJAS NATURALES DE ORIGEN ANIMAL.,0.0,G,'0509,'050900,G
5100010,-BILIS; INCLUSO DESECADA; GLANDULAS Y DEMAS SUSTANC IAS DE ORIGEN ANIMALUTILIZADAS PARA LA PREPARACION DE PRODUCTOS FARMACEUTICOS,0.0,G,'0510,'051000,G
5100020,-ALMIZCLE,0.0,G,'0510,'051000,G
5100090,-LOS DEMAS,0.0,G,'0510,'051000,G
5111000,-SEMEN DE BOVINO.,0.0,G,'0511,'051110,G
5119110,- - - HUEVAS Y LECHAS DE PESCADO IMPROPIAS PARA ALIMENTACIÓN HUMANA,0.0,G,'0511,'051191,G
5119190,- - - LOS DEMÁS,0.0,G,'0511,'051191,G
5119910,- - - COCHINILLA E INSECTOS SIMILARES,0.0,G,'0511,'051199,G
5119920,- - - HUEVOS DE GUSANO DE SEDA,0.0,G,'0511,'051199,G
5119930,- - - SEMEN ANIMAL; EXCEPTO DE BOVINO,0.0,G,'0511,'051199,G
5119940,- - - SANGRE ANIMAL,0.0,G,'0511,'051199,G
5119990,- - - LOS DEMÁS,0.0,G,'0511,'051199,G
6011000,- BULBOS; CEBOLLAS; TUBERCULOS; RAICES Y BULBOS TUBE ROSOS; TURIONES Y RIZOMAS; EN REPOSO VEGETATIVO.,0.0,G,'0601,'060110,G
6012000,- BULBOS; CEBOLLAS; TUBERCULOS; RAICES Y BULBOS TUBE ROSOS TURIONES Y RIZOMAS ENVEGETACION O EN FLOR; P LANTAS Y RAICES DE ACHICORIA,0.0,G,'0601,'060120,G
6021010,- - «MANZANAS» SIN ENRAIZAR DE PLANTAS DEL GÉNERO MUSA,0.0,G,'0602,'060210,G
6021020,- - ESQUEJES SIN ENRAIZAR DE YUCA.,0.0,G,'0602,'060210,G
6021030,- - PALOS DE BRASIL,0.0,G,'0602,'060210,G
6021090,- - LOS DEMÁS,0.0,G,'0602,'060210,G
6022000,- ARBOLES; ARBUSTOS Y MATAS; DE FRUTAS O DE OTROS FRUTOS COMESTIBLES; INCLUSO INJERTADOS,0.0,G,'0602,'060220,G
6023000,- RODODENDROS Y AZALEAS; INCLUSO INJERTADOS,0.0,G,'0602,'060230,G
6024000,- ROSALES; INCLUSO INJERTADOS,0.0,G,'0602,'060240,G
6029010,- - CEPELLONES DE HIERBA (GRAMAS Y SIMILARES),0.0,G,'0602,'060290,G
6029090,- - LOS DEMÁS,0.0,G,'0602,'060290,G
6031000,- FRESCOS (FLORES),20.0,D,'0603,'060310,D
6039000,- LOS DEMAS,20.0,A,'0603,'060390,A
6041000,- MUSGOS Y LIQUENES.,20.0,A,'0604,'060410,A
6049100,- -FRESCOS,20.0,A,'0604,'060491,A
6049900,- -LOS DEMAS,20.0,A,'0604,'060499,A
7011000,- SEMILLA P/ SIEMBRA,0.0,G,'0701,'070110,G
7019000,PAPAS: LAS DEMAS,20.0,N,'0701,'070190,N
7020000,TOMATES FRESCOS O REFRIGERADOS,0.0,G,'0702,'070200,G
7031000,CEBOLLAS Y CHALOTES,97.0,D,'0703,'070310,D
7032000,- AJOS,99.0,D,'0703,'070320,D
7039010,- - PUERROS,20.0,A,'0703,'070390,A
7039020,- - CEBOLLINES,20.0,A,'0703,'070390,A
7039090,- - LAS DEMÁS,20.0,A,'0703,'070390,A
7041000,- COLIFLORES Y BRÉCOLES («BROCCOLI»),20.0,B,'0704,'070410,B
7042000,- COLES (REPOLLITOS) DE BRUSELAS,20.0,B,'0704,'070420,B
7049000,- LOS DEMÁS,20.0,B,'0704,'070490,B
7051100,LECHUGA REPOLLADA,20.0,D,'0705,'070511,D
7051300,LECHUGA ROMANA,20.0,A,'0705,'070513,A
7051900,- - LAS DEMÁS,20.0,A,'0705,'070519,A
7052100,- - ENDIBIA «WITLOOF» (CICHORIUM INTYBUS VAR. FOLIOSUM),20.0,A,'0705,'070521,A
7052900,- - LAS DEMÁS,20.0,A,'0705,'070529,A
7061010,ZANAHORIAS (BABY CARROTS),20.0,A,'0706,'070610,A
7061011,LAS DEMAS ZANAHORIAS,20.0,N,'0706,'070610,N
7061020,NABOS:,20.0,A,'0706,'070610,A
7069010,- - REMOLACHAS PARA ENSALADA,20.0,B,'0706,'070690,B
7069020,- - RÁBANOS,20.0,A,'0706,'070690,A
7069090,- - LOS DEMÁS,20.0,A,'0706,'070690,A
7070000,PEPINOS Y PEPINILLOS; FRESCOS O REFRIGERADOS.,20.0,A,'0707,'070700,A
7081000,- GUISANTES (ARVEJAS; CHÍCHAROS) (PISUM SATIVUM),20.0,A,'0708,'070810,A
7082010,- - VAINITAS,20.0,A,'0708,'070820,A
7082090,- - LOS DEMÁS,20.0,A,'0708,'070820,A
7089010,- - GUANDULES (GUANDÚES) (CAJANUS CAJAN; CAJANUS INDICUS),20.0,D,'0708,'070890,D
7089090,- - LAS DEMÁS,20.0,A,'0708,'070890,A
7091000,- ALCACHOFAS (ALCAUCILES),20.0,A,'0709,'070910,A
7092000,- ESPÁRRAGOS,20.0,A,'0709,'070920,A
7093000,- BERENJENAS,20.0,A,'0709,'070930,A
7094000,- APIO; EXCEPTO EL APIONABO,20.0,A,'0709,'070940,A
7095100,- - SETAS Y DEMÁS HONGOS DEL GÉNERO AGARICUS,20.0,A,'0709,'070951,A
7095200,- - TRUFAS,20.0,A,'0709,'070952,A
7095900,- - LAS DEMÁS,20.0,A,'0709,'070959,A
7096000,- FRUTOS DE LOS GÉNEROS CAPSICUM O PIMENTA,20.0,C,'0709,'070960,C
7097000,- ESPINACAS (INCLUIDA LA DE NUEVA ZELANDA) Y ARMUELLES,20.0,A,'0709,'070970,A
7099010,MAÍZ DULCE:,20.0,D,'0709,'070990,D
7099020,- - CILANTRO (CULANTRO); EXCEPTO SEMILLAS,20.0,A,'0709,'070990,A
7099031,- - - CALABAZAS (BANGAÑAS; AUYAMAS;ETC.),20.0,A,'0709,'070990,A
7099032,- - - CALABACINES,20.0,A,'0709,'070990,A
7099040,- - TAYOTAS (CHAYOTES),20.0,A,'0709,'070990,A
7099050,- - MOLONDRONES,20.0,A,'0709,'070990,A
7099060,- - ACELGAS,20.0,A,'0709,'070990,A
7099090,- - LAS DEMÁS,20.0,A,'0709,'070990,A
7101000,- PAPAS (PATATAS),20.0,C,'0710,'071010,C
7102100,- - GUISANTES (ARVEJAS; CHÍCHAROS) (PISUM SATIVUM),20.0,A,'0710,'071021,A
7102210,- - - VAINITAS,20.0,A,'0710,'071022,A
7102290,- - - LOS DEMÁS,20.0,A,'0710,'071022,A
7102910,- - - GUANDULES (GUANDÚES) (CAJANUS CAJAN; CAJANUS INDICUS)),20.0,C,'0710,'071029,C
7102990,- - - LAS DEMÁS,20.0,C,'0710,'071029,C
7103000,- ESPINACAS (INCLUIDA LA DE NUEVA ZELANDA) Y ARMUELLES,20.0,A,'0710,'071030,A
7104000,MAÍZ DULCE: (COCIDO AL VAPOR CONGELADO),20.0,D,'0710,'071040,D
7108000,- LAS DEMÁS HORTALIZAS,20.0,C,'0710,'071080,C
7109000,MEZCLAS DE HORTALIZAS: EMPACADAS O CONGELADAS,20.0,C,'0710,'071090,C
7112000,- ACEITUNAS,20.0,A,'0711,'071120,A
7113000,- ALCAPARRAS,20.0,A,'0711,'071130,A
7114000,- PEPINOS Y PEPINILLOS,20.0,A,'0711,'071140,A
7115100,- - SETAS Y DEMÁS HONGOS DEL GÉNERO AGARICUS,20.0,A,'0711,'071151,A
7115900,- - LAS DEMÁS.,20.0,A,'0711,'071159,A
7119010,- - LAS DEMÁS HORTALIZAS,20.0,C,'0711,'071190,C
7119090,- - MEZCLAS DE HORTALIZAS,20.0,C,'0711,'071190,C
7122010,HORTALIZAS INCLUSO SILVESTRES: EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG (CEBOLLA EN POLVO; HARINA),20.0,C,'0712,'071220,C
7122090,HORTALIZAS: LOS DEMÁS (AJO EN POLVO),20.0,C,'0712,'071220,C
7123100,- - SETAS Y DEMÁS HONGOS DEL GÉNERO AGARICUS,20.0,A,'0712,'071231,A
7123200,- - OREJAS DE JUDAS (AURICULARIA SPP.),20.0,A,'0712,'071232,A
7123300,- - CARPÓFOROS (TREMELLA SPP.),20.0,A,'0712,'071233,A
7123900,- - LAS DEMÁS,20.0,A,'0712,'071239,A
7129011,AJO: EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG,14.0,C,'0712,'071290,C
7129019,- - - LOS DEMÁS,20.0,C,'0712,'071290,C
7129021,- - - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG,8.0,C,'0712,'071290,C
7129029,- - - LOS DEMÁS,20.0,C,'0712,'071290,C
7129091,- - - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3KG,8.0,C,'0712,'071290,C
7129099,- - - LOS DEMÁS,20.0,C,'0712,'071290,C
7131000,-GUISANTES (ARVEJAS; CHICHAROS) (PISUM SATIVUM),20.0,A,'0713,'071310,A
7132000,-GARBANZOS.,20.0,A,'0713,'071320,A
7133100,HORTALIZAS; FRIJOLES: (FREJOLES; POROTOS; ALUBIAS; JUDIAS) DE L AS ESPECIES VIGNA MUNGO (L)HEPPER O VIGNA RADIATA (L) WILCZEK,89.0,See paragraph 20 of Appendix I to the General Notes of the Dominican Republic to Annex 3.3,'0713,'071331,SP
7133200,HORTALIZAS; FRIJOLES (FREJOLES; POROTOS; ALUBIAS; JUDIAS) ADZU KI (PHASEOLUS O VIGNA ANGULARIS ) ROJAS,89.0,See paragraph 20 of Appendix I to the General Notes of the Dominican Republic to Annex 3.3,'0713,'071332,SP
7133300,HORTALIZAS; FRIJOLES (FREJOLES; POROTOS; ALUBIAS; JUDIAS) COMUNES (PHASEOLUS VULGARIS),89.0,See paragraph 20 of Appendix I to the General Notes of the Dominican Republic to Annex 3.3,'0713,'071333,SP
7133900,HORTALIZAS; FRIJOLES: LOS DEMAS NEGRAS,25.0,C,'0713,'071339,C
7134000,LENTEJAS,20.0,A,'0713,'071340,A
7135000,-HABAS (VICIA FABA VAR. MAJOR); HABAS CABALLAR (VIC IA FABA VAR. EQUINA) YMENOR (VICIA FABA VAR.MINOR),20.0,A,'0713,'071350,A
7139010,HORTALIZAS; GUANDULES: (GUANDUES) (CAJANUS CAJAN; CAJANUS INDIC US),20.0,C,'0713,'071390,C
7139090,HORTALIZAS: LOS DEMAS,20.0,C,'0713,'071390,C
7141000,- RAÍCES DE YUCA (MANDIOCA),20.0,D,'0714,'071410,D
7142000,- BATATAS (BONIATOS; CAMOTES),20.0,D,'0714,'071420,D
7149010,- - ÑAMES (MAPUEYES),20.0,C,'0714,'071490,C
7149020,- - YAUTÍAS (XANTHASOMA SPP),20.0,C,'0714,'071490,C
7149030,- - JÍCAMAS (PACHYRRHYZUS EROSUS),20.0,A,'0714,'071490,A
7149040,- - LERENES (CALATHEA ALLOVIA),20.0,A,'0714,'071490,A
7149090,- - LAS DEMÁS,20.0,A,'0714,'071490,A
8011100,- - SECOS,20.0,C,'0801,'080111,C
8011900,- - LOS DEMÁS,20.0,C,'0801,'080119,C
8012100,- - CON CÁSCARA,20.0,A,'0801,'080121,A
8012200,- - SIN CÁSCARA,20.0,A,'0801,'080122,A
8013100,- - CON CÁSCARA,20.0,C,'0801,'080131,C
8013200,- - SIN CÁSCARA,20.0,C,'0801,'080132,C
8021100,FRUTOS SECOS; ALMENDRAS: CON CÁSCARA,14.0,A,'0802,'080211,A
8021200,FRUTOS SECOS; AVELLANAS: SIN CÁSCARA,14.0,A,'0802,'080212,A
8022100,- - CON CÁSCARA,14.0,A,'0802,'080221,A
8022200,- - SIN CÁSCARA,14.0,A,'0802,'080222,A
8023100,- - CON CÁSCARA,20.0,A,'0802,'080231,A
8023200,FRUTOS SECOS; CASTAÑAS: SIN CÁSCARA,20.0,A,'0802,'080232,A
8024000,- CASTAÑAS (CASTANEA SPP.),20.0,A,'0802,'080240,A
8025000,FRUTOS SECOS; PISTACHOS,20.0,A,'0802,'080250,A
8029010,- - MACADAMIAS,20.0,A,'0802,'080290,A
8029090,- - LOS DEMÁS,20.0,A,'0802,'080290,A
8030011,- - BANANOS O GUINEOS (TIPO «CAVENDISH VALERY»),20.0,D,'0803,'080300,D
8030012,- - PLÁTANOS PARA COCCIÓN (TIPO «PLANTAIN»),20.0,D,'0803,'080300,D
8030019,- - LOS DEMÁS,20.0,D,'0803,'080300,D
8030020,- SECOS,20.0,C,'0803,'080300,C
8041000,- DÁTILES,20.0,A,'0804,'080410,A
8042000,- HIGOS,20.0,A,'0804,'080420,A
8043010,- - FRESCAS,20.0,D,'0804,'080430,D
8043020,- - SECAS,20.0,D,'0804,'080430,D
8044000,- AGUACATES (PALTAS),20.0,D,'0804,'080440,D
8045011,- - - FRESCAS,20.0,C,'0804,'080450,C
8045012,- - - SECAS,20.0,C,'0804,'080450,C
8045021,- - - FRESCOS,20.0,D,'0804,'080450,D
8045022,- - - SECOS,20.0,C,'0804,'080450,C
8045030,- - MANGOSTANES,20.0,A,'0804,'080450,A
8051011,FRUTOS CITRICOS; NARANJAS DULCES,20.0,D,'0805,'080510,D
8051012,FRUTOS CITRICOS NARANJAS AGRIAS,20.0,C,'0805,'080510,C
8051020,NARANJAS SECAS,20.0,C,'0805,'080510,C
8052010,- - MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS),20.0,C,'0805,'080520,C
8052090,- - LOS DEMÁS,20.0,C,'0805,'080520,C
8054000,-TORONJAS O POMELOS,20.0,C,'0805,'080540,C
8055000,-LIMONES (CITRUS LIMON; CITRUS LIMONUM); LIMAS (CITRUS AURANTIFOLIA; CITRUS LATIFOLIA),20.0,D,'0805,'080550,D
8059000,-LOS DEMAS,20.0,C,'0805,'080590,C
8061000,UVAS FRESCAS,20.0,A,'0806,'080610,A
8062000,UVAS SECAS; INCLUIDAS LAS PASAS,20.0,A,'0806,'080620,A
8071100,- - SANDÍAS,20.0,B,'0807,'080711,B
8071900,- - LOS DEMÁS,20.0,C,'0807,'080719,C
8072000,- PAPAYAS,20.0,D,'0807,'080720,D
8081000,MANZANAS,20.0,A,'0808,'080810,A
8082000,PERAS Y MEMBRILLOS,20.0,A,'0808,'080820,A
8091000,- DAMASCOS (ALBARICOQUES; CHABACANOS),20.0,A,'0809,'080910,A
8092000,CEREZAS,20.0,A,'0809,'080920,A
8093000,MELOCOTONES (DURAZNOS); INCLUIDOS LOS GRIÑONES Y NECTARINAS,20.0,A,'0809,'080930,A
8094000,- CIRUELAS Y ENDRINAS,20.0,A,'0809,'080940,A
8101000,- FRESAS (FRUTILLAS),20.0,A,'0810,'081010,A
8102010,- - FRAMBUESAS,20.0,A,'0810,'081020,A
8102020,- - ZARZAMORAS; MORAS Y MORAS-FRAMBUESA,20.0,A,'0810,'081020,A
8103000,- GROSELLAS; INCLUIDO EL CASIS,20.0,A,'0810,'081030,A
8104000,- ARÁNDANOS ROJOS; MIRTILOS Y DEMÁS FRUTOS DEL GÉNERO VACCINIUM,20.0,A,'0810,'081040,A
8105000,- KIWIS,20.0,A,'0810,'081050,A
8106000,- DURIONES,20.0,A,'0810,'081060,A
8109010,- - CHINOLAS; GRANADILLAS («MARACUYÁS»); PARCHAS Y DEMÁS FRUTAS DE LA PASIÓN (PASSIFLORA,20.0,C,'0810,'081090,C
8109020,- - LIMONCILLOS (QUENEPAS; MAMONCILLOS),20.0,C,'0810,'081090,C
8109030,- - GUANÁBANAS,20.0,C,'0810,'081090,C
8109040,- - MAMEYES,20.0,C,'0810,'081090,C
8109050,- - ZAPOTES Y ZAPOTILLOS,20.0,C,'0810,'081090,C
8109060,- - TAMARINDOS,20.0,C,'0810,'081090,C
8109070,- - JOBOS (SPONDIAS),20.0,A,'0810,'081090,A
8109090,- - LOS DEMÁS,20.0,A,'0810,'081090,A
8111000,- FRESAS (FRUTILLAS),20.0,A,'0811,'081110,A
8112000,- FRAMBUESAS; ZARZAMORAS; MORAS; MORAS-FRAMBUESA Y GROSELLAS,20.0,A,'0811,'081120,A
8119000,- LOS DEMÁS,20.0,A,'0811,'081190,A
8121000,-CEREZAS,20.0,C,'0812,'081210,C
8129010,- - DAMASCOS (ALBARICOQUES; CHABACANOS),20.0,A,'0812,'081290,A
8129020,- - MELOCOTONES (DURAZNOS) INCLUIDOS LOS GRIÑONES Y NECTARINAS,20.0,A,'0812,'081290,A
8129030,- - AGRIOS (CÍTRICOS),20.0,C,'0812,'081290,C
8129040,- - PIÑAS TROPICALES (ANANÁS),20.0,C,'0812,'081290,C
8129050,- - MANGOS,20.0,C,'0812,'081290,C
8129090,- - LOS DEMÁS,20.0,C,'0812,'081290,C
8131000,- DAMASCOS;(ALBARICOQUES; CHABACANOS),20.0,A,'0813,'081310,A
8132000,- CIRUELAS,20.0,A,'0813,'081320,A
8133000,- MANZANAS,20.0,A,'0813,'081330,A
8134010,- - PERAS,20.0,A,'0813,'081340,A
8134020,- - TAMARINDOS,20.0,C,'0813,'081340,C
8134030,- - PAPAYAS (LECHOSAS),20.0,C,'0813,'081340,C
8134090,- - LAS DEMÁS,20.0,C,'0813,'081340,C
8135000,- MEZCLAS DE FRUTAS U OTROS FRUTOS; SECOS; O DE FRUTOS DE CÁSCARA DE ESTE CAPÍTULO,20.0,B,'0813,'081350,B
8140000,CORTEZAS DE AGRIOS (CITRICOS); MELONES O SANDIAS; FRESCAS; CONGELADAS; SECAS O PRESENTADAS EN AGUA S ALADA; SULFUROSA O ADICIONADADE OTRAS SUSTANCIAS P ARA SU CONSERVACION PROVISIONAL,14.0,B,'0814,'081400,B
9011100,- - SIN DESCAFEINAR,14.0,A,'0901,'090111,A
9011200,- - DESCAFEINADO,14.0,A,'0901,'090112,A
9012110,- - - EN GRANO,20.0,D,'0901,'090121,D
9012120,- - - MOLIDO,20.0,D,'0901,'090121,D
9012200,- - DESCAFEINADO,20.0,D,'0901,'090122,D
9019010,- - SUCEDÁNEOS DEL CAFÉ QUE CONTENGAN CAFÉ EN CUALQUIER PROPORCIÓN,20.0,D,'0901,'090190,D
9019020,- - CÁSCARA Y CASCARILLA DE CAFÉ,8.0,A,'0901,'090190,A
9021000,-TE VERDE (SIN FERMENTAR) PRESENTADO EN ENVASES INM EDIATOS CON UN CONTENIDOINFERIOR O IGUAL A 3 KG,20.0,A,'0902,'090210,A
9022000,-TE VERDE (SIN FERMENTAR) PRESENTADO DE OTRA FORMA,20.0,A,'0902,'090220,A
9023000,-TE NEGRO (FERMENTADO) Y TE PARCIALMENTE FERMENTADO ; PRESENTADOS EN ENVASES INMEDIATOS CON UN CONTENI DO INFERIOR O IGUAL A 3 KG,20.0,A,'0902,'090230,A
9024000,-TE NEGRO (FERMENTADO) Y TE PARCIALMENTE FERMENTADO ; PRESENTADOS DE OTRA FORMA,20.0,A,'0902,'090240,A
9030000,YERBA MATE.,20.0,A,'0903,'090300,A
9041110,- - - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG,8.0,A,'0904,'090411,A
9041190,- - - LOS DEMÁS,20.0,A,'0904,'090411,A
9041210,- - - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG,8.0,A,'0904,'090412,A
9041290,- - - LOS DEMÁS,20.0,A,'0904,'090412,A
9042010,- - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG.,8.0,A,'0904,'090420,A
9042090,- - LOS DEMÁS,20.0,A,'0904,'090420,A
9051000,-EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG.,8.0,A,'0905,'090510,A
9059000,-LOS DEMAS,20.0,A,'0905,'090590,A
9061000,- - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG.,8.0,A,'0906,'090610,A
9061090,- - LOS DEMÁS,20.0,A,'0906,'090610,A
9062010,- - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG.,8.0,A,'0906,'090620,A
9062090,- - LOS DEMÁS,20.0,A,'0906,'090620,A
9071000,-EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG.,8.0,A,'0907,'090710,A
9079000,-LOS DEMAS,20.0,A,'0907,'090790,A
9081010,- - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG,8.0,A,'0908,'090810,A
9081090,- - LOS DEMÁS,20.0,A,'0908,'090810,A
9082010,- - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG.,8.0,A,'0908,'090820,A
9082090,- - LOS DEMÁS,20.0,A,'0908,'090820,A
9083011,- - - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG.,8.0,A,'0908,'090830,A
9083019,- - - LOS DEMÁS,20.0,A,'0908,'090830,A
9083091,- - - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG.,8.0,A,'0908,'090830,A
9083099,- - - LOS DEMÁS,20.0,A,'0908,'090830,A
9091010,- - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG.,8.0,A,'0909,'090910,A
9091090,- - LOS DEMÁS,20.0,A,'0909,'090910,A
9092010,- - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG,8.0,A,'0909,'090920,A
9092090,- - LOS DEMÁS,20.0,A,'0909,'090920,A
9093010,- - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG.,8.0,A,'0909,'090930,A
9093090,- - LOS DEMÁS,20.0,A,'0909,'090930,A
9094010,- - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG,8.0,A,'0909,'090940,A
9094090,- - LOS DEMÁS,20.0,A,'0909,'090940,A
9095010,- - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG.,8.0,A,'0909,'090950,A
9095090,- - LOS DEMÁS,20.0,A,'0909,'090950,A
9101010,- - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG,8.0,A,'0910,'091010,A
9101090,- - LOS DEMÁS,20.0,A,'0910,'091010,A
9102010,- - EN ENVASES DE CONTENIDO SUPERIOR A 3 KG,8.0,A,'0910,'091020,A
9102090,- - LOS DEMÁS,20.0,A,'0910,'091020,A
9103010,- - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG,8.0,A,'0910,'091030,A
9103090,- - LOS DEMÁS,20.0,A,'0910,'091030,A
9104010,- - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG.,8.0,A,'0910,'091040,A
9104090,- - LOS DEMÁS,20.0,A,'0910,'091040,A
9105010,- - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG,8.0,A,'0910,'091050,A
9105090,- - LOS DEMÁS,20.0,A,'0910,'091050,A
9109110,- - - EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG,8.0,A,'0910,'091091,A
9109190,- - - LOS DEMÁS,20.0,A,'0910,'091091,A
9109910,ESPECIAS: EN ENVASES DE CONTENIDO NETO SUPERIOR A 3 KG,8.0,A,'0910,'091099,A
9109990,ESPECIAS: LOS DEMÁS,20.0,A,'0910,'091099,A
10011000,-TRIGO DURO,0.0,G,'1001,'100110,G
10019000,-LOS DEMAS,0.0,G,'1001,'100190,G
10020000,CENTENO.,0.0,G,'1002,'100200,G
10030000,CEBADA.,0.0,G,'1003,'100300,G
10040000,AVENA.,0.0,G,'1004,'100400,G
10051000,MAIZ: PARA SIEMBRA,0.0,G,'1005,'100510,G
10059000,MAIZ: LOS DEMAS,0.0,G,'1005,'100590,G
10061000,ARROZ CON CÁSCARA (ARROZ «PADDY»),99.0,V,'1006,'100610,V
10062000,ARROZ DESCASCARILLADO (ARROZ CARGO O ARROZ PARDO),99.0,See paragraph 18 of Appendix I to the General,'1006,'100620,SP
10063000,ARROZ SEMIBLANQUEADO O BLANQUEADO; INCLUSO PULIDO O GLASEADO,99.0,See paragraph 19 of Appendix I to the General,'1006,'100630,SP
10064000,ARROZ PARTIDO (CERVECERO),99.0,V,'1006,'100640,V
10070000,SORGO DE GRANO (GRANIFERO),8.0,A,'1007,'100700,A
10081000,- ALFORFÓN,0.0,G,'1008,'100810,G
10082000,- MIJO,0.0,G,'1008,'100820,G
10083000,- ALPISTE,0.0,G,'1008,'100830,G
10089000,LOS DEMÁS CEREALES,0.0,G,'1008,'100890,G
11010000,HARINA DE TRIGO O DE MORCAJO (TRANQUILLON),14.0,D,'1101,'110100,D
11021000,- HARINA DE CENTENO,8.0,C,'1102,'110210,C
11022000,HARINA DE MAÍZ,8.0,N,'1102,'110220,N
11023000,- HARINA DE ARROZ,14.0,C,'1102,'110230,C
11029010,- - HARINA DE AVENA,8.0,C,'1102,'110290,C
11029090,- - LAS DEMÁS,8.0,C,'1102,'110290,C
11031100,GRAÑONES Y SEMOLA DE TRIGO,8.0,C,'1103,'110311,C
11031300,--DE MAIZ,8.0,N,'1103,'110313,N
11031900,GRAÑONES Y SEMOLA DE LOS DEMAS CEREALES:,8.0,C,'1103,'110319,C
11032000,-PELLETS,8.0,C,'1103,'110320,C
11041200,- - DE AVENA,8.0,C,'1104,'110412,C
11041900,- - DE LOS DEMÁS CEREALES,8.0,C,'1104,'110419,C
11042200,- - DE AVENA,8.0,C,'1104,'110422,C
11042300,- - DE MAÍZ,8.0,A,'1104,'110423,A
11042900,- - DE LOS DEMÁS CEREALES,8.0,C,'1104,'110429,C
